manager,quarter,nameOfIssuer,titleOfClass,cusip,value_usd_thousands,sshPrnamt,sshPrnamtType,investmentDiscretion,votingAuthoritySole
Kestrel Point Management,2025Q1,Vantage Energy Group,COM,GVLF22FRZ,34392,108674,SH,SOLE,108674
Kestrel Point Management,2025Q1,Copper Dynamics PLC,CL A,I1VUP6EZP,13170,46039,SH,SOLE,46039
Kestrel Point Management,2025Q2,Sable Dynamics Ltd,ADR,GFT844TLG,4710,17652,SH,SOLE,17652
Kestrel Point Management,2025Q2,Cirrus Foods Inc,CL A,Q2FZ82Q1R,12144,30961,SH,SOLE,30961
Kestrel Point Management,2025Q2,Basalt Micro Corp,CL A,8XX2CWA9W,8171,22147,SH,SOLE,22147
Kestrel Point Management,2025Q2,Zephyr Materials Ltd,COM,E1C310TAQ,1645,3859,SH,SOLE,3859
Kestrel Point Management,2025Q2,Basalt Bioworks Co,ADR,0XT69521O,12086,54488,SH,SOLE,54488
Kestrel Point Management,2025Q2,Basalt Foods Ltd,COM,ZACBZHNO7,21727,294284,SH,SOLE,294284
Kestrel Point Management,2025Q2,Halcyon Semiconductor Group,COM,KIK6CQODD,4920,21513,SH,SOLE,21513
Kestrel Point Management,2025Q2,Quill Dynamics Corp,CL A,SFJ0WQ0FM,18622,46919,SH,SOLE,46919
Kestrel Point Management,2025Q2,Sable Systems Ltd,COM,QPH9E29MS,3950,37767,SH,SOLE,37767
Kestrel Point Management,2025Q2,Onyx Therapeutics Inc,CL A,44NI2FMYI,18552,139730,SH,SOLE,139730
Kestrel Point Management,2025Q2,Onyx Industries Inc,ADR,3HILY6I06,8306,157549,SH,SOLE,157549
Kestrel Point Management,2025Q2,Sable Materials Group,CL A,753C601P6,17211,72203,SH,SOLE,72203
Kestrel Point Management,2025Q2,Aster Capital Ltd,ADR,GM9OWQIUI,3144,15962,SH,SOLE,15962
Kestrel Point Management,2025Q2,Nova Semiconductor Inc,CL A,FWJC2H0QN,4518,41196,SH,SOLE,41196
Kestrel Point Management,2025Q2,Halcyon Semiconductor Inc,COM,01CI5RDHW,7743,337092,SH,SOLE,337092
Kestrel Point Management,2025Q2,Terra Logistics Inc,COM,7M9RVE5TT,19300,41743,SH,SOLE,41743
Kestrel Point Management,2025Q2,Quill Motors PLC,CL A,ZNSGZS5M7,1058,8749,SH,SOLE,8749
Kestrel Point Management,2025Q2,Copper Systems PLC,ADR,WLU7MFX0U,8768,27427,SH,SOLE,27427
Kestrel Point Management,2025Q2,Pinnacle Dynamics Group,ADR,BDCS6Z5MT,24616,69202,SH,SOLE,69202
Kestrel Point Management,2025Q2,Marlin Energy Group,COM,RSHTP3NCI,123384,1281779,SH,SOLE,1281779
Kestrel Point Management,2025Q2,Northwind Energy Corp,CL A,ZBHY23HFF,20522,118092,SH,SOLE,118092
Kestrel Point Management,2025Q2,Fable Robotics PLC,COM,LS4DT2K9F,50485,119243,SH,SOLE,119243
Kestrel Point Management,2025Q2,Lumen Semiconductor Co,COM,RZ65PXYYM,856,5724,SH,SOLE,5724
Kestrel Point Management,2025Q2,Northwind Networks Co,COM,M96BE9ONW,147563,1497038,SH,SOLE,1497038
Kestrel Point Management,2025Q2,Bright Dynamics Corp,COM,MOY5EPYRT,12840,59263,SH,SOLE,59263
Kestrel Point Management,2025Q2,Solace Capital Co,COM,LHLXZ4MMG,12415,51034,SH,SOLE,51034
Kestrel Point Management,2025Q2,Zephyr Bioworks Inc,COM,NTCB897L3,2028,31762,SH,SOLE,31762
Kestrel Point Management,2025Q2,Copper Capital Group,COM,5V02NESDJ,35515,334227,SH,SOLE,334227
Kestrel Point Management,2025Q2,Lumen Industries Group,COM,LQJHDQJTV,2441,6555,SH,SOLE,6555
Kestrel Point Management,2025Q2,Basalt Micro Co,COM,7HUB74X8V,1599,16912,SH,SOLE,16912
Kestrel Point Management,2025Q2,Sable Holdings Co,COM,GC62EOLY9,5379,100617,SH,SOLE,100617
Kestrel Point Management,2025Q2,Onyx Logistics Ltd,ADR,JQQ23DA2M,22501,123761,SH,SOLE,123761
Kestrel Point Management,2025Q2,Marlin Dynamics PLC,COM,HABRMQ4KD,71649,1879072,SH,SOLE,1879072
Kestrel Point Management,2025Q2,Sable Holdings Ltd,ADR,L79C4U93M,9458,58228,SH,SOLE,58228
Kestrel Point Management,2025Q2,Lumen Dynamics PLC,CL A,4C4OA26XD,8718,1324924,SH,SOLE,1324924
Kestrel Point Management,2025Q2,Marlin Bioworks PLC,COM,7POF74ZA6,22448,76785,SH,SOLE,76785
Kestrel Point Management,2025Q2,Fable Semiconductor Ltd,COM,H91O4DQTS,2756,13360,SH,SOLE,13360
Kestrel Point Management,2025Q2,Lumen Dynamics Inc,CL A,E06BMCXQU,6462,39417,SH,SOLE,39417
Kestrel Point Management,2025Q2,Pinnacle Networks Co,CL A,EI8Q3O527,16371,41663,SH,SOLE,41663
Kestrel Point Management,2025Q2,Fable Motors Group,COM,LADVUD5Y5,10195,189674,SH,SOLE,189674
Kestrel Point Management,2025Q2,Cirrus Networks Co,COM,JRXX7YK3A,17213,46706,SH,SOLE,46706
Kestrel Point Management,2025Q2,Copper Networks Group,CL A,N8F4UV8KV,20727,66144,SH,SOLE,66144
Kestrel Point Management,2025Q2,Vantage Energy Group,COM,GVLF22FRZ,35562,112371,SH,SOLE,112371
Kestrel Point Management,2025Q2,Copper Dynamics PLC,CL A,I1VUP6EZP,14287,49944,SH,SOLE,49944
Kestrel Point Management,2025Q2,Quill Software Inc,CL A,7IBWMKW1Z,6149,19543,SH,SOLE,19543
Kestrel Point Management,2025Q2,Cedar Industries Co,COM,0C9QYEL4U,13972,86643,SH,SOLE,86643
Kestrel Point Management,2025Q2,Drift Therapeutics Ltd,COM,MTI160IJI,2978,29389,SH,SOLE,29389
Kestrel Point Management,2025Q2,Lumen Capital PLC,COM,8P5RFATUI,14395,30214,SH,SOLE,30214
Kestrel Point Management,2025Q3,Sable Dynamics Ltd,ADR,GFT844TLG,7417,27797,SH,SOLE,27797
Kestrel Point Management,2025Q3,Cirrus Foods Inc,CL A,Q2FZ82Q1R,12392,31594,SH,SOLE,31594
Kestrel Point Management,2025Q3,Basalt Micro Corp,CL A,8XX2CWA9W,7284,19743,SH,SOLE,19743
Kestrel Point Management,2025Q3,Zephyr Materials Ltd,COM,E1C310TAQ,1654,3880,SH,SOLE,3880
Kestrel Point Management,2025Q3,Basalt Foods Ltd,COM,ZACBZHNO7,25552,346092,SH,SOLE,346092
Kestrel Point Management,2025Q3,Halcyon Semiconductor Group,COM,KIK6CQODD,4881,21342,SH,SOLE,21342
Kestrel Point Management,2025Q3,Quill Dynamics Corp,CL A,SFJ0WQ0FM,18103,45611,SH,SOLE,45611
Kestrel Point Management,2025Q3,Sable Systems Ltd,COM,QPH9E29MS,3538,33827,SH,SOLE,33827
Kestrel Point Management,2025Q3,Onyx Therapeutics Inc,CL A,44NI2FMYI,21180,159524,SH,SOLE,159524
Kestrel Point Management,2025Q3,Onyx Industries Inc,ADR,3HILY6I06,9596,182018,SH,SOLE,182018
Kestrel Point Management,2025Q3,Sable Materials Group,CL A,753C601P6,19659,82473,SH,SOLE,82473
Kestrel Point Management,2025Q3,Aster Capital Ltd,ADR,GM9OWQIUI,3254,16520,SH,SOLE,16520
Kestrel Point Management,2025Q3,Nova Semiconductor Inc,CL A,FWJC2H0QN,12495,113933,SH,SOLE,113933
Kestrel Point Management,2025Q3,Halcyon Semiconductor Inc,COM,01CI5RDHW,7233,314889,SH,SOLE,314889
Kestrel Point Management,2025Q3,Terra Logistics Inc,COM,7M9RVE5TT,22310,48253,SH,SOLE,48253
Kestrel Point Management,2025Q3,Quill Motors PLC,CL A,ZNSGZS5M7,1192,9857,SH,SOLE,9857
Kestrel Point Management,2025Q3,Copper Systems PLC,ADR,WLU7MFX0U,8775,27448,SH,SOLE,27448
Kestrel Point Management,2025Q3,Marlin Energy Group,COM,RSHTP3NCI,136046,1413318,SH,SOLE,1413318
Kestrel Point Management,2025Q3,Northwind Energy Corp,CL A,ZBHY23HFF,23319,134187,SH,SOLE,134187
Kestrel Point Management,2025Q3,Fable Robotics PLC,COM,LS4DT2K9F,126387,298519,SH,SOLE,298519
Kestrel Point Management,2025Q3,Lumen Semiconductor Co,COM,RZ65PXYYM,743,4969,SH,SOLE,4969
Kestrel Point Management,2025Q3,Northwind Networks Co,COM,M96BE9ONW,143957,1460454,SH,SOLE,1460454
Kestrel Point Management,2025Q3,Bright Dynamics Corp,COM,MOY5EPYRT,12553,57939,SH,SOLE,57939
Kestrel Point Management,2025Q3,Solace Capital Co,COM,LHLXZ4MMG,14610,60057,SH,SOLE,60057
Kestrel Point Management,2025Q3,Zephyr Bioworks Inc,COM,NTCB897L3,1901,29773,SH,SOLE,29773
Kestrel Point Management,2025Q3,Copper Capital Group,COM,5V02NESDJ,40996,385808,SH,SOLE,385808
Kestrel Point Management,2025Q3,Lumen Industries Group,COM,LQJHDQJTV,2083,5594,SH,SOLE,5594
Kestrel Point Management,2025Q3,Basalt Micro Co,COM,7HUB74X8V,1817,19217,SH,SOLE,19217
Kestrel Point Management,2025Q3,Sable Holdings Co,COM,GC62EOLY9,6149,115021,SH,SOLE,115021
Kestrel Point Management,2025Q3,Onyx Logistics Ltd,ADR,JQQ23DA2M,24839,136621,SH,SOLE,136621
Kestrel Point Management,2025Q3,Marlin Dynamics PLC,COM,HABRMQ4KD,69231,1815657,SH,SOLE,1815657
Kestrel Point Management,2025Q3,Sable Holdings Ltd,ADR,L79C4U93M,10233,62999,SH,SOLE,62999
Kestrel Point Management,2025Q3,Lumen Dynamics PLC,CL A,4C4OA26XD,7740,1176292,SH,SOLE,1176292
Kestrel Point Management,2025Q3,Marlin Bioworks PLC,COM,7POF74ZA6,22024,75334,SH,SOLE,75334
Kestrel Point Management,2025Q3,Fable Semiconductor Ltd,COM,H91O4DQTS,2607,12638,SH,SOLE,12638
Kestrel Point Management,2025Q3,Lumen Dynamics Inc,CL A,E06BMCXQU,7239,44156,SH,SOLE,44156
Kestrel Point Management,2025Q3,Pinnacle Networks Co,CL A,EI8Q3O527,17668,44964,SH,SOLE,44964
Kestrel Point Management,2025Q3,Fable Motors Group,COM,LADVUD5Y5,11985,222977,SH,SOLE,222977
Kestrel Point Management,2025Q3,Copper Networks Group,CL A,N8F4UV8KV,11778,37586,SH,SOLE,37586
Kestrel Point Management,2025Q3,Copper Dynamics PLC,CL A,I1VUP6EZP,12483,43638,SH,SOLE,43638
Kestrel Point Management,2025Q3,Quill Software Inc,CL A,7IBWMKW1Z,6132,19489,SH,SOLE,19489
Kestrel Point Management,2025Q3,Cedar Industries Co,COM,0C9QYEL4U,16308,101129,SH,SOLE,101129
Kestrel Point Management,2025Q3,Drift Therapeutics Ltd,COM,MTI160IJI,3414,33692,SH,SOLE,33692
Kestrel Point Management,2025Q3,Lumen Capital PLC,COM,8P5RFATUI,16528,34691,SH,SOLE,34691
Kestrel Point Management,2025Q3,Quill Energy Inc,CL A,YTHF7R2UF,18014,53307,SH,SOLE,53307
Kestrel Point Management,2025Q3,Cobalt Bioworks Ltd,COM,RT2NIB7LN,478,2575,SH,SOLE,2575
Kestrel Point Management,2025Q3,Northwind Materials PLC,COM,ODJCXIA48,12045,131395,SH,SOLE,131395
Kestrel Point Management,2025Q4,Sable Dynamics Ltd,ADR,GFT844TLG,7932,29727,SH,SOLE,29727
Kestrel Point Management,2025Q4,Cirrus Foods Inc,CL A,Q2FZ82Q1R,2575,6565,SH,SOLE,6565
Kestrel Point Management,2025Q4,Basalt Micro Corp,CL A,8XX2CWA9W,6273,17002,SH,SOLE,17002
Kestrel Point Management,2025Q4,Zephyr Materials Ltd,COM,E1C310TAQ,1526,3580,SH,SOLE,3580
Kestrel Point Management,2025Q4,Basalt Foods Ltd,COM,ZACBZHNO7,22023,298293,SH,SOLE,298293
Kestrel Point Management,2025Q4,Halcyon Semiconductor Group,COM,KIK6CQODD,5348,23384,SH,SOLE,23384
Kestrel Point Management,2025Q4,Quill Dynamics Corp,CL A,SFJ0WQ0FM,18405,46372,SH,SOLE,46372
Kestrel Point Management,2025Q4,Sable Systems Ltd,COM,QPH9E29MS,3106,29697,SH,SOLE,29697
Kestrel Point Management,2025Q4,Onyx Therapeutics Inc,CL A,44NI2FMYI,23836,179529,SH,SOLE,179529
Kestrel Point Management,2025Q4,Onyx Industries Inc,ADR,3HILY6I06,11291,214169,SH,SOLE,214169
Kestrel Point Management,2025Q4,Sable Materials Group,CL A,753C601P6,18307,76801,SH,SOLE,76801
Kestrel Point Management,2025Q4,Aster Capital Ltd,ADR,GM9OWQIUI,3672,18642,SH,SOLE,18642
Kestrel Point Management,2025Q4,Nova Semiconductor Inc,CL A,FWJC2H0QN,14209,129561,SH,SOLE,129561
Kestrel Point Management,2025Q4,Halcyon Semiconductor Inc,COM,01CI5RDHW,7171,312190,SH,SOLE,312190
Kestrel Point Management,2025Q4,Copper Systems PLC,ADR,WLU7MFX0U,7629,23864,SH,SOLE,23864
Kestrel Point Management,2025Q4,Marlin Energy Group,COM,RSHTP3NCI,208044,2161272,SH,SOLE,2161272
Kestrel Point Management,2025Q4,Northwind Energy Corp,CL A,ZBHY23HFF,25232,145195,SH,SOLE,145195
Kestrel Point Management,2025Q4,Fable Robotics PLC,COM,LS4DT2K9F,135447,319918,SH,SOLE,319918
Kestrel Point Management,2025Q4,Lumen Semiconductor Co,COM,RZ65PXYYM,759,5076,SH,SOLE,5076
Kestrel Point Management,2025Q4,Bright Dynamics Corp,COM,MOY5EPYRT,12247,56526,SH,SOLE,56526
Kestrel Point Management,2025Q4,Solace Capital Co,COM,LHLXZ4MMG,16649,68438,SH,SOLE,68438
Kestrel Point Management,2025Q4,Zephyr Bioworks Inc,COM,NTCB897L3,2146,33610,SH,SOLE,33610
Kestrel Point Management,2025Q4,Copper Capital Group,COM,5V02NESDJ,47115,443394,SH,SOLE,443394
Kestrel Point Management,2025Q4,Lumen Industries Group,COM,LQJHDQJTV,2376,6381,SH,SOLE,6381
Kestrel Point Management,2025Q4,Basalt Micro Co,COM,7HUB74X8V,3340,35325,SH,SOLE,35325
Kestrel Point Management,2025Q4,Sable Holdings Co,COM,GC62EOLY9,6558,122671,SH,SOLE,122671
Kestrel Point Management,2025Q4,Onyx Logistics Ltd,ADR,JQQ23DA2M,23470,129091,SH,SOLE,129091
Kestrel Point Management,2025Q4,Marlin Dynamics PLC,COM,HABRMQ4KD,27219,713847,SH,SOLE,713847
Kestrel Point Management,2025Q4,Sable Holdings Ltd,ADR,L79C4U93M,10466,64434,SH,SOLE,64434
Kestrel Point Management,2025Q4,Marlin Bioworks PLC,COM,7POF74ZA6,25341,86680,SH,SOLE,86680
Kestrel Point Management,2025Q4,Fable Semiconductor Ltd,COM,H91O4DQTS,2562,12420,SH,SOLE,12420
Kestrel Point Management,2025Q4,Lumen Dynamics Inc,CL A,E06BMCXQU,7299,44522,SH,SOLE,44522
Kestrel Point Management,2025Q4,Pinnacle Networks Co,CL A,EI8Q3O527,16264,41391,SH,SOLE,41391
Kestrel Point Management,2025Q4,Fable Motors Group,COM,LADVUD5Y5,11653,216800,SH,SOLE,216800
Kestrel Point Management,2025Q4,Copper Networks Group,CL A,N8F4UV8KV,11827,37743,SH,SOLE,37743
Kestrel Point Management,2025Q4,Copper Dynamics PLC,CL A,I1VUP6EZP,13967,48825,SH,SOLE,48825
Kestrel Point Management,2025Q4,Quill Software Inc,CL A,7IBWMKW1Z,6013,19111,SH,SOLE,19111
Kestrel Point Management,2025Q4,Lumen Capital PLC,COM,8P5RFATUI,17721,37195,SH,SOLE,37195
Kestrel Point Management,2025Q4,Quill Energy Inc,CL A,YTHF7R2UF,17792,52650,SH,SOLE,52650
Kestrel Point Management,2025Q4,Cobalt Bioworks Ltd,COM,RT2NIB7LN,1046,5635,SH,SOLE,5635
Kestrel Point Management,2025Q4,Northwind Materials PLC,COM,ODJCXIA48,13919,151838,SH,SOLE,151838
Kestrel Point Management,2025Q4,Onyx Holdings Inc,ADR,C1V9GMYC5,3870,12960,SH,SOLE,12960
Kestrel Point Management,2025Q4,Cobalt Materials Ltd,ADR,4ZO6QTVZ5,9803,46350,SH,SOLE,46350
Kestrel Point Management,2025Q4,Aster Micro Group,COM,FCGZIWI3B,18428,624678,SH,SOLE,624678
Kestrel Point Management,2025Q4,Terra Semiconductor Group,ADR,VUWSPLVYC,69096,432607,SH,SOLE,432607
